Member_number,without pattern
4295,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4296,"['whole milk', 'root vegetables', 'bottled water', 'sausage', 'citrus fruit']"
4297,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
4298,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'tropical fruit']"
4299,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
4300,"['whole milk', 'yogurt', 'root vegetables', 'tropical fruit', 'sausage']"
4301,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4302,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4303,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4304,"['whole milk', 'other vegetables', 'pork', 'white bread', 'canned fish']"
4305,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4306,"['whole milk', 'sausage', 'pastry', 'pip fruit', 'domestic eggs']"
4308,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
4309,"['whole milk', 'waffles', 'specialty bar']"
4310,"['whole milk', 'other vegetables', 'bottled water', 'pip fruit', 'brown bread']"
4311,"['other vegetables', 'yogurt', 'tropical fruit', 'shopping bags', 'frozen meals']"
4312,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4313,"['other vegetables', 'root vegetables', 'citrus fruit', 'pip fruit', 'shopping bags']"
4314,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'sausage']"
4315,"['other vegetables', 'rolls/buns', 'soda', 'bottled water', 'sausage']"
4316,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4317,"['other vegetables', 'shopping bags', 'canned beer', 'cream cheese ', 'butter milk']"
4318,"['whole milk', 'other vegetables', 'bottled beer', 'newspapers', 'cream cheese ']"
4319,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'bottled water']"
4320,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4321,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4322,"['whole milk', 'rolls/buns', 'soda', 'bottled water', 'canned beer']"
4323,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
4324,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'sausage']"
4325,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'sausage']"
4326,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4327,"['yogurt', 'bottled water', 'citrus fruit', 'pastry', 'domestic eggs']"
4328,"['other vegetables', 'soda', 'root vegetables', 'tropical fruit', 'citrus fruit']"
4329,"['rolls/buns', 'yogurt', 'tropical fruit', 'bottled water', 'pastry']"
4330,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4331,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'sausage']"
4332,"['whole milk', 'pastry', 'bottled beer', 'domestic eggs', 'pork']"
4333,"['whole milk', 'beef', 'misc. beverages', 'herbs', 'soft cheese']"
4334,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'sausage']"
4335,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4336,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4337,"['rolls/buns', 'tropical fruit', 'canned beer', 'domestic eggs', 'coffee']"
4338,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
4339,"['whole milk', 'soda', 'domestic eggs', 'berries', 'frozen meals']"
4340,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4341,"['other vegetables', 'rolls/buns', 'yogurt', 'bottled water', 'citrus fruit']"
4342,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'pip fruit']"
4343,"['other vegetables', 'rolls/buns', 'soda', 'pastry', 'pip fruit']"
4344,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'sausage']"
4345,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'bottled water']"
4347,"['soda', 'root vegetables', 'tropical fruit', 'citrus fruit', 'pork']"
4348,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4349,"['rolls/buns', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
4351,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'sausage']"
4352,"['whole milk', 'other vegetables', 'soda', 'tropical fruit', 'sausage']"
4353,"['other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit', 'bottled beer']"
4354,"['whole milk', 'soda', 'citrus fruit', 'pastry', 'brown bread']"
4355,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'sausage']"
4356,"['soda', 'sausage', 'butter', 'chocolate', 'napkins']"
4357,"['rolls/buns', 'tropical fruit', 'citrus fruit', 'pastry', 'pip fruit']"
4358,"['whole milk', 'tropical fruit', 'citrus fruit', 'pork', 'beef']"
4359,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'sausage']"
4360,"['rolls/buns', 'tropical fruit', 'citrus fruit', 'pastry', 'brown bread']"
4361,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'whipped/sour cream']"
4362,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'sausage']"
4363,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'citrus fruit']"
4364,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4365,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'berries']"
4366,"['rolls/buns', 'soda', 'sausage', 'semi-finished bread']"
4367,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4368,"['whole milk', 'soda', 'yogurt', 'bottled water', 'sausage']"
4369,"['whole milk', 'soda', 'yogurt', 'bottled water', 'brown bread']"
4370,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'sausage']"
4371,"['yogurt', 'bottled water', 'bottled beer', 'canned beer', 'brown bread']"
4372,"['other vegetables', 'root vegetables', 'bottled water', 'sausage', 'pastry']"
4373,"['bottled water', 'citrus fruit', 'pastry', 'beef', 'napkins']"
4374,"['fruit/vegetable juice', 'cream']"
4375,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
4376,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4377,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4378,"['rolls/buns', 'soda', 'bottled water', 'pip fruit', 'bottled beer']"
4379,"['whole milk', 'rolls/buns', 'bottled water', 'pip fruit', 'salty snack']"
4380,"['whole milk', 'other vegetables', 'root vegetables', 'bottled water', 'sausage']"
4381,"['whole milk', 'rolls/buns', 'yogurt', 'canned beer', 'brown bread']"
4382,"['bottled beer', 'beef', 'hamburger meat', 'soft cheese', 'finished products']"
4383,"['canned beer', 'newspapers', 'ice cream', 'dish cleaner']"
4384,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
4385,"['whole milk', 'rolls/buns', 'yogurt', 'bottled water', 'pastry']"
4386,"['whole milk', 'citrus fruit', 'grapes', 'white wine']"
4387,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4388,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4389,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4390,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4391,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'tropical fruit']"
4392,"['other vegetables', 'yogurt', 'shopping bags', 'whipped/sour cream', 'brown bread']"
4393,"['whole milk', 'other vegetables', 'bottled water', 'sausage', 'whipped/sour cream']"
4394,"['other vegetables', 'pastry', 'curd', 'berries', 'beverages']"
4395,"['whole milk', 'rolls/buns', 'tropical fruit', 'citrus fruit', 'bottled beer']"
4396,"['yogurt', 'citrus fruit', 'shopping bags', 'coffee', 'pet care']"
4397,"['rolls/buns', 'soda', 'yogurt', 'bottled water', 'pastry']"
4398,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'citrus fruit']"
4400,"['whole milk', 'other vegetables', 'rolls/buns', 'pastry', 'shopping bags']"
4401,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'sausage']"
4402,"['whole milk', 'yogurt', 'sausage', 'citrus fruit', 'newspapers']"
4403,"['other vegetables', 'yogurt', 'tropical fruit', 'pastry', 'butter']"
4404,"['other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit', 'bottled water']"
4405,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'pastry']"
4406,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4407,"['bottled water', 'canned beer', 'dessert', 'berries', 'misc. beverages']"
4408,"['whole milk', 'rolls/buns', 'tropical fruit', 'sausage', 'pip fruit']"
4409,"['whole milk', 'rolls/buns', 'soda', 'tropical fruit', 'bottled water']"
4410,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'pastry']"
4411,"['yogurt', 'tropical fruit', 'sausage', 'pip fruit', 'shopping bags']"
4412,"['rolls/buns', 'yogurt', 'root vegetables', 'sausage', 'pastry']"
4413,"['whole milk', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
4414,"['bottled water', 'citrus fruit', 'beef']"
4415,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'bottled water']"
4416,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'pastry']"
4417,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'sausage']"
4418,"['whole milk', 'rolls/buns', 'root vegetables', 'sausage', 'whipped/sour cream']"
4419,"['other vegetables', 'root vegetables', 'citrus fruit', 'bottled beer', 'frozen meals']"
4420,"['rolls/buns', 'root vegetables', 'citrus fruit', 'curd', 'coffee']"
4422,"['bottled water', 'sausage', 'pastry', 'pip fruit', 'shopping bags']"
4423,"['whole milk', 'yogurt', 'pip fruit', 'curd', 'long life bakery product']"
4424,"['whole milk', 'yogurt', 'pastry', 'domestic eggs', 'pork']"
4425,['whole milk']
4426,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
4427,"['other vegetables', 'soda', 'root vegetables', 'shopping bags', 'frankfurter']"
4428,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4429,"['whole milk', 'grapes', 'pot plants', 'kitchen towels']"
4430,"['other vegetables', 'rolls/buns', 'soda', 'tropical fruit', 'bottled water']"
4431,"['whole milk', 'rolls/buns', 'soda', 'butter', 'curd']"
4432,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'tropical fruit']"
4433,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4434,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4435,"['other vegetables', 'yogurt', 'citrus fruit', 'pip fruit', 'whipped/sour cream']"
4436,"['other vegetables', 'root vegetables', 'beef', 'waffles', 'sugar']"
4437,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4439,"['whole milk', 'rolls/buns', 'domestic eggs', 'butter', 'coffee']"
4440,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4441,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'sausage']"
4442,"['whole milk', 'soda', 'yogurt', 'tropical fruit', 'bottled water']"
4443,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'bottled water']"
4444,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4445,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4448,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4449,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4450,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'pastry']"
4451,['fruit/vegetable juice']
4452,"['whole milk', 'soda', 'bottled water', 'pastry', 'whipped/sour cream']"
4453,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4454,"['whole milk', 'yogurt', 'bottled water', 'bottled beer', 'whipped/sour cream']"
4455,"['whole milk', 'soda', 'yogurt', 'root vegetables', 'bottled water']"
4456,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
4457,"['whole milk', 'rolls/buns', 'yogurt', 'citrus fruit', 'pastry']"
4458,"['other vegetables', 'soda', 'bottled water', 'pip fruit', 'domestic eggs']"
4459,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4460,"['whole milk', 'other vegetables', 'soda', 'tropical fruit', 'pastry']"
4461,"['whole milk', 'soda', 'yogurt', 'tropical fruit', 'shopping bags']"
4462,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4463,"['whole milk', 'other vegetables', 'root vegetables', 'citrus fruit', 'pip fruit']"
4464,"['other vegetables', 'rolls/buns', 'yogurt', 'pastry', 'domestic eggs']"
4465,"['onions', 'frozen potato products']"
4466,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
4467,"['whole milk', 'soda', 'yogurt', 'tropical fruit', 'pip fruit']"
4468,"['other vegetables', 'tropical fruit', 'bottled water', 'sausage', 'pip fruit']"
4469,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'tropical fruit']"
4470,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4471,"['whole milk', 'yogurt', 'bottled water', 'sausage', 'citrus fruit']"
4473,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
4474,"['whole milk', 'yogurt', 'bottled water', 'pastry', 'brown bread']"
4475,['other vegetables']
4477,"['whole milk', 'other vegetables', 'soda', 'tropical fruit', 'citrus fruit']"
4478,"['soda', 'yogurt', 'bottled water', 'newspapers', 'pork']"
4479,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'domestic eggs']"
4480,"['rolls/buns', 'soda', 'tropical fruit', 'sausage', 'pastry']"
4481,"['whipped/sour cream', 'brown bread', 'chocolate']"
4482,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4483,['other vegetables']
4484,"['yogurt', 'bottled water', 'sausage', 'shopping bags', 'whipped/sour cream']"
4485,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'bottled water']"
4486,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4487,"['other vegetables', 'rolls/buns', 'tropical fruit', 'bottled water', 'sausage']"
4488,"['soda', 'root vegetables', 'bottled beer', 'chicken', 'beverages']"
4489,"['whole milk', 'other vegetables', 'tropical fruit', 'bottled water', 'citrus fruit']"
4490,"['whole milk', 'other vegetables', 'bottled water', 'pastry', 'frankfurter']"
4491,"['tropical fruit', 'bottled water']"
4492,"['rolls/buns', 'soda', 'yogurt', 'root vegetables', 'pastry']"
4493,"['whole milk', 'other vegetables', 'yogurt', 'bottled water', 'pastry']"
4494,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4495,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4496,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4497,"['whole milk', 'root vegetables', 'butter', 'beef']"
4498,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'sausage']"
4499,"['other vegetables', 'rolls/buns', 'yogurt', 'root vegetables', 'bottled water']"
4500,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'bottled water']"
4501,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'tropical fruit']"
4502,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4503,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4504,"['other vegetables', 'soda', 'sausage', 'citrus fruit', 'bottled beer']"
4505,"['other vegetables', 'soda', 'root vegetables', 'tropical fruit', 'canned beer']"
4506,"['other vegetables', 'soda', 'yogurt', 'bottled water', 'pastry']"
4507,"['rolls/buns', 'yogurt', 'sausage', 'citrus fruit', 'pastry']"
4508,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4509,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
4510,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
4511,"['other vegetables', 'soda', 'whipped/sour cream', 'pork', 'beef']"
4512,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4513,"['other vegetables', 'soda', 'yogurt', 'citrus fruit', 'shopping bags']"
4514,"['other vegetables', 'red/blush wine', 'specialty fat']"
4515,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4516,"['whole milk', 'rolls/buns', 'yogurt', 'sausage', 'pip fruit']"
4517,"['shopping bags', 'coffee', 'salty snack']"
4518,"['other vegetables', 'soda', 'yogurt', 'pastry', 'shopping bags']"
4519,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'sausage']"
4520,"['whole milk', 'yogurt', 'root vegetables', 'tropical fruit', 'bottled water']"
4521,"['newspapers', 'onions', 'chewing gum', 'frozen potato products']"
4522,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'sausage']"
4523,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'bottled water']"
4524,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
4525,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'citrus fruit']"
4526,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4527,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
4528,"['whole milk', 'yogurt', 'root vegetables', 'sausage', 'bottled beer']"
4529,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'bottled water']"
4530,"['whole milk', 'citrus fruit', 'domestic eggs', 'butter', 'fruit/vegetable juice']"
4531,"['other vegetables', 'rolls/buns', 'tropical fruit', 'bottled water', 'pastry']"
4532,"['other vegetables', 'rolls/buns', 'sausage', 'frankfurter', 'fruit/vegetable juice']"
4533,"['whole milk', 'other vegetables', 'root vegetables', 'frankfurter', 'curd']"
4534,"['other vegetables', 'soda', 'tropical fruit']"
4535,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4536,"['yogurt', 'root vegetables', 'tropical fruit', 'citrus fruit', 'hamburger meat']"
4537,"['other vegetables', 'sausage', 'bottled beer', 'brown bread', 'pork']"
4538,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4539,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
4540,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'bottled water']"
4541,"['rolls/buns', 'soda', 'yogurt', 'tropical fruit', 'whipped/sour cream']"
4542,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4543,"['whole milk', 'rolls/buns', 'sausage', 'pastry', 'fruit/vegetable juice']"
